Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Unai Simón,GK,es Spain,25-187,1.es Athletic Club,1997,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Xavi Simons,"FW,MF",nl Netherlands,19-238,1.nl PSV Eindhoven,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ellyes Skhiri,MF,tn Tunisia,27-219,1.de Köln,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches
Michał Skóraś,MF,pl Poland,22-303,1.pl Lech Poznań,2000,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Andreas Skov Olsen,"FW,MF",dk Denmark,22-351,1.be Club Brugge,1999,2,2,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.16,0.00,0.16,0.16,0.16,Matches
Robert Skov,DF,dk Denmark,26-209,1.de Hoffenheim,1996,1,0,22,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Naïm Sliti,"MF,FW",tn Tunisia,30-141,1.sa Al-Ettifaq,1992,2,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.11,0.10,0.21,0.11,0.21,Matches
Carlos Soler,MF,es Spain,25-347,1.fr Paris S-G,1997,2,0,92,1.0,1,0,1,0,0,0,0,0.98,0.00,0.98,0.98,0.98,0.5,0.5,0.2,0.7,0.78,0.26,1.04,0.78,1.04,Matches
Yuki Soma,"FW,MF",jp Japan,25-293,1.jp Grampus,1997,1,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.21,0.00,0.21,0.21,0.21,Matches
Yann Sommer,GK,ch Switzerland,33-363,1.de M'Gladbach,1988,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Borna Sosa,DF,hr Croatia,24-328,1.de Stuttgart,1998,5,5,424,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.01,0.08,0.09,0.01,0.09,Matches
Harry Souttar,DF,au Australia,24-054,2.eng Stoke City,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
Djibril Sow,MF,ch Switzerland,25-312,1.de Eint Frankfurt,1997,4,4,264,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.2,0.2,0.2,0.3,0.06,0.06,0.12,0.06,0.12,Matches
Renato Steffen,FW,ch Switzerland,31-042,1.ch Lugano,1991,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Raheem Sterling,FW,eng England,28-007,1.eng Chelsea,1994,3,2,149,1.7,1,1,1,0,0,0,0,0.60,0.60,1.21,0.60,1.21,0.4,0.4,0.1,0.5,0.22,0.09,0.31,0.22,0.31,Matches
John Stones,DF,eng England,28-201,1.eng Manchester City,1994,5,5,434,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.07,0.01,0.09,0.07,0.09,Matches
Luis Suárez,FW,uy Uruguay,35-325,1.uy Nacional,1987,3,2,146,1.6,0,1,0,0,0,1,0,0.00,0.62,0.62,0.00,0.62,0.4,0.4,0.1,0.5,0.26,0.04,0.29,0.26,0.29,Matches
Niklas Süle,DF,de Germany,27-103,1.de Dortmund,1995,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
Kamaldeen Sulemana,FW,gh Ghana,20-303,1.fr Rennes,2002,2,0,58,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
Karol Świderski,FW,pl Poland,25-326,1.us Charlotte,1997,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Wojciech Szczęsny,GK,pl Poland,32-241,1.it Juventus,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Damian Szymański,MF,pl Poland,27-182,1.gr AEK Athens,1995,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Sebastian Szymański,MF,pl Poland,23-219,1.nl Feyenoord,1999,2,2,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Dušan Tadić,"MF,FW",rs Serbia,34-025,1.nl Ajax,1988,3,3,257,2.9,0,2,0,0,0,0,0,0.00,0.70,0.70,0.00,0.70,0.1,0.1,0.7,0.8,0.03,0.25,0.28,0.03,0.28,Matches
Nicolás Tagliafico,DF,ar Argentina,30-106,1.fr Lyon,1992,5,2,254,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.41,0.06,0.47,0.41,0.47,Matches
Montassar Talbi,DF,tn Tunisia,24-203,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Hassan Al Tambakti,DF,sa Saudi Arabia,23-309,1.sa Al-Shabab,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ao Tanaka,MF,jp Japan,24-096,2.de Düsseldorf,1998,3,2,171,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,1.0,1.0,0.1,1.0,0.55,0.05,0.60,0.55,0.60,Matches
Shogo Taniguchi,DF,jp Japan,31-153,1.jp Kawa Frontale,1991,2,2,210,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.12,0.00,0.12,0.12,0.12,Matches
Mehdi Taremi,FW,ir IR Iran,30-150,1.pt Porto,1992,3,3,270,3.0,2,1,1,1,1,0,0,0.67,0.33,1.00,0.33,0.67,1.3,0.6,0.7,1.2,0.45,0.22,0.67,0.18,0.40,Matches
Kenneth Taylor,MF,nl Netherlands,20-213,1.nl Ajax,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Aurélien Tchouaméni,MF,fr France,22-322,1.es Real Madrid,2000,6,6,501,5.6,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.3,0.3,1.0,1.4,0.06,0.18,0.25,0.06,0.25,Matches
Yeltsin Tejeda,MF,cr Costa Rica,30-273,1.cr Club Sport Herediano,1992,3,3,269,3.0,1,1,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,0.4,0.4,0.1,0.5,0.14,0.02,0.17,0.14,0.17,Matches
Alex Telles,DF,br Brazil,30-000,1.es Sevilla,1992,2,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Sorba Thomas,MF,wls Wales,23-115,2.eng Huddersfield,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Marcus Thuram,FW,fr France,25-131,1.de M'Gladbach,1997,4,0,71,0.8,0,1,0,0,0,0,0,0.00,1.27,1.27,0.00,1.27,0.2,0.2,0.1,0.4,0.27,0.17,0.44,0.27,0.44,Matches
Youri Tielemans,MF,be Belgium,25-222,1.eng Leicester City,1997,3,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
Jurriën Timber,DF,nl Netherlands,21-181,1.nl Ajax,2001,4,4,390,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Karl Toko Ekambi,"FW,MF",cm Cameroon,30-092,1.fr Lyon,1992,3,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.10,0.14,0.24,0.10,0.24,Matches
Nouhou Tolo,DF,cm Cameroon,25-175,1.us Seattle,1997,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Takehiro Tomiyasu,"DF,MF",jp Japan,24-040,1.eng Arsenal,1998,3,1,187,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.11,0.11,0.00,0.11,Matches
Mehdi Torabi,MF,ir IR Iran,28-096,1.ir Persepolis,1994,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.18,0.82,1.00,0.18,1.00,Matches
Félix Torres Caicedo,DF,ec Ecuador,25-338,1.mx Santos,1997,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.4,0.6,0.04,0.15,0.19,0.04,0.19,Matches
Ferrán Torres,FW,es Spain,22-289,1.es Barcelona,2000,4,3,217,2.4,2,0,1,1,1,0,0,0.83,0.00,0.83,0.41,0.41,1.0,0.2,0.2,0.4,0.42,0.07,0.50,0.10,0.17,Matches
Gerson Torres,MF,cr Costa Rica,25-109,1.cr Club Sport Herediano,1997,1,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
Pau Torres,DF,es Spain,25-333,1.es Villarreal,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kieran Trippier,DF,eng England,32-087,1.eng Newcastle Utd,1990,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.02,0.07,0.09,0.02,0.09,Matches
Leandro Trossard,"FW,MF",be Belgium,28-011,1.eng Brighton,1994,3,1,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches
Matt Turner,GK,us United States,28-174,1.eng Arsenal,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ayase Ueda,FW,jp Japan,24-096,1.be Cercle Brugge,1998,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
Hwang Ui-jo,"FW,MF",kr Korea Republic,30-109,1.gr Olympiacos,1992,4,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.40,0.00,0.40,0.40,0.40,Matches
Dayot Upamecano,DF,fr France,24-049,1.de Bayern Munich,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
Enner Valencia,"FW,MF",ec Ecuador,33-041,1.tr Fenerbahçe,1989,3,3,255,2.8,3,0,2,1,1,0,0,1.06,0.00,1.06,0.71,0.71,2.3,1.5,0.3,1.8,0.80,0.10,0.90,0.52,0.62,Matches
Federico Valverde,MF,uy Uruguay,24-146,1.es Real Madrid,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.06,0.14,0.20,0.06,0.20,Matches
Virgil van Dijk,DF,nl Netherlands,31-160,1.eng Liverpool,1991,5,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07,Matches
Raphaël Varane,DF,fr France,29-234,1.eng Manchester Utd,1993,5,5,406,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
Guillermo Varela,DF,uy Uruguay,29-266,1.br Flamengo,1993,3,2,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
Ruben Vargas,FW,ch Switzerland,24-132,1.de Augsburg,1998,4,4,285,3.2,0,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.3,0.3,0.6,0.9,0.11,0.19,0.30,0.11,0.30,Matches
Matías Vecino,MF,uy Uruguay,31-113,1.it Lazio,1991,3,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
Alexis Vega,FW,mx Mexico,25-020,1.mx Guadalajara,1997,3,3,193,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.39,0.06,0.44,0.39,0.44,Matches
Miloš Veljković,DF,rs Serbia,27-080,1.de Werder Bremen,1995,3,3,221,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Johan Venegas,"FW,MF",cr Costa Rica,34-018,1.cr Liga Deportiva Alajuelense,1988,1,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jordan Veretout,MF,fr France,29-289,1.fr Marseille,1993,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jan Vertonghen,DF,be Belgium,35-235,1.be Anderlecht,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
Matías Viña,DF,uy Uruguay,25-036,1.it Roma,1997,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Vitinha,MF,pt Portugal,22-305,1.fr Paris S-G,2000,3,1,120,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.03,0.08,0.05,0.08,Matches
Steven Vitória,DF,ca Canada,35-338,1.pt Chaves,1987,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Dušan Vlahović,FW,rs Serbia,22-321,1.it Juventus,2000,2,1,79,0.9,1,0,1,0,0,0,0,1.14,0.00,1.14,1.14,1.14,0.8,0.8,0.0,0.8,0.92,0.00,0.92,0.92,0.92,Matches
Nikola Vlašić,"FW,MF",hr Croatia,25-072,1.it Torino,1997,5,1,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.29,0.00,0.29,0.29,0.29,Matches
Mohammed Waad,"MF,DF",qa Qatar,23-088,1.qa Al Sadd SC,1999,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kyle Walker,DF,eng England,32-201,1.eng Manchester City,1990,3,3,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Danny Ward,GK,wls Wales,29-176,1.eng Leicester City,1993,2,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kendall Waston,DF,cr Costa Rica,34-348,1.cr Deportivo Saprissa,1988,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
Timothy Weah,FW,us United States,22-296,1.fr Lille,2000,4,4,316,3.5,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.6,0.6,0.4,1.1,0.18,0.12,0.31,0.18,0.31,Matches
Wout Weghorst,FW,nl Netherlands,30-130,1.tr Beşiktaş,1992,4,0,64,0.7,2,0,2,0,0,1,0,2.81,0.00,2.81,2.81,2.81,0.2,0.2,0.0,0.2,0.52,0.08,0.60,0.52,0.60,Matches
Wéverton,GK,br Brazil,35-002,1.br Palmeiras,1987,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Silvan Widmer,DF,ch Switzerland,29-285,1.de Mainz 05,1993,3,3,265,2.9,0,1,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,0.0,0.0,0.8,0.9,0.01,0.29,0.30,0.01,0.30,Matches
Iñaki Williams,FW,gh Ghana,28-183,1.es Athletic Club,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.10,0.07,0.17,0.10,0.17,Matches
Neco Williams,DF,wls Wales,21-246,1.eng Nott'ham Forest,2001,3,3,204,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches
Nico Williams,FW,es Spain,20-156,1.es Athletic Club,2002,4,1,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
Callum Wilson,FW,eng England,30-291,1.eng Newcastle Utd,1992,2,0,48,0.5,0,1,0,0,0,0,0,0.00,1.87,1.87,0.00,1.87,0.0,0.0,0.9,0.9,0.00,1.70,1.70,0.00,1.70,Matches
Harry Wilson,"MF,FW",wls Wales,25-268,1.eng Fulham,1997,3,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.05,0.28,0.33,0.05,0.33,Matches
Roan Wilson,MF,cr Costa Rica,20-228,1.cr Municipal Grecia,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Axel Witsel,MF,be Belgium,33-337,1.es Atlético Madrid,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches
Jeong Woo-yeong,MF,kr Korea Republic,23-086,1.de Freiburg,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
Jung Woo-young,MF,kr Korea Republic,33-001,1.qa Al Sadd SC,1989,4,4,303,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
Christopher Wooh,DF,cm Cameroon,21-088,1.fr Rennes,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
David Wotherspoon,MF,ca Canada,32-333,1.sct St Johnstone,1990,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Bailey Wright,DF,au Australia,30-140,2.eng Sunderland,1992,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Haji Wright,FW,us United States,24-263,1.tr Antalyaspor,1998,4,1,137,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,0.5,0.5,0.0,0.6,0.35,0.02,0.37,0.35,0.37,Matches
Granit Xhaka,MF,ch Switzerland,30-079,1.eng Arsenal,1992,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.08,0.02,0.10,0.08,0.10,Matches
Miki Yamane,"DF,MF",jp Japan,28-358,1.jp Kawa Frontale,1993,1,1,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.11,0.11,0.00,0.11,Matches
Jawad El Yamiq,DF,ma Morocco,30-289,1.es Valladolid,1992,5,2,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Taha Yassine Khenissi,FW,tn Tunisia,30-343,1.kw Kuwait SC,1992,2,0,29,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.45,0.51,0.06,0.51,Matches
DeAndre Yedlin,DF,us United States,29-159,1.us Inter Miami,1993,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Maya Yoshida,DF,jp Japan,34-113,1.de Schalke 04,1988,4,4,390,4.3,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.0,0.0,0.4,0.4,0.00,0.09,0.09,0.00,0.09,Matches
Kim Young-gwon,DF,kr Korea Republic,32-291,1.kr Ulsan Hyundai,1990,4,4,350,3.9,1,0,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,0.8,0.8,0.2,0.9,0.19,0.05,0.24,0.19,0.24,Matches
Cho Yumin,FW,kr Korea Republic,26-028,2.kr Daejeon Citizen FC,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Denis Zakaria,MF,ch Switzerland,26-025,1.eng Chelsea,1996,2,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
Nicola Zalewski,MF,pl Poland,20-326,1.it Roma,2002,2,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Andre-Frank Zambo Anguissa,MF,cm Cameroon,27-029,1.it Napoli,1995,3,3,260,2.9,0,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
Álvaro Zamora,MF,cr Costa Rica,20-281,1.cr Deportivo Saprissa,2002,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Piotr Zieliński,"MF,FW",pl Poland,28-209,1.it Napoli,1994,4,4,328,3.6,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.6,0.6,0.4,1.0,0.16,0.11,0.26,0.16,0.26,Matches
Walker Zimmerman,DF,us United States,29-210,1.us Nashville,1993,4,3,279,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
Andrija Živković,DF,rs Serbia,26-157,1.gr PAOK,1996,3,3,210,2.3,0,2,0,0,0,0,0,0.00,0.86,0.86,0.00,0.86,0.1,0.1,1.1,1.2,0.03,0.48,0.50,0.03,0.50,Matches
Hakim Ziyech,"FW,MF",ma Morocco,29-271,1.eng Chelsea,1993,6,6,545,6.1,1,1,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33,0.3,0.3,0.6,0.9,0.06,0.10,0.16,0.06,0.16,Matches
